titulo,direccion,barrio,ciudad,moneda,precio,expensas,m2_cubiertos,dormitorios,banos,ambientes,antiguedad,link,pagina
LARREA AL 900 - IMPECABLE VISTA PANORAMICA TODO SOL TODO EXTERNO,Larrea 900,Barrio Norte,CABA,ARS,700000,190000,35.0,1,,,40 años,,33
Excelente departamento 2 ambientes  luminoso,Meyderos 3400,Villa Urquiza,CABA,ARS,800000,200000,40.0,1,,,2 años,,33
Caballito  2 amb luminoso con balcon,San José De Calasanz 100,Caballito,CABA,ARS,900000,,,1,1,2,,,33
2 AMB AMPLIOS  CON BALCON TERRAZA. Y COCHERA - EDIFICIO MODERNO.,"Humboldt 1400, Piso 2",Palermo,CABA,ARS,1100000,305000,45.0,1,,,4 años,,33
Dpto. 3 Amb. C/Balcon corrido y Lav.,"Bacacay 4100, Piso 6",Floresta,CABA,ARS,800000,220000,58.0,2,,,40 años,,33
COLEGIALES DEPARTAMENTO CON BALCON A ESTRENAR,"Virrey Loreto 3600, Piso 6",Colegiales,CABA,ARS,770000,119000,35.0,,1,,A Estrenar,,33
Departamento en alquiler en Coghlan,"Franklin Delano Roosevelt 3600, Piso PB",Coghlan,CABA,ARS,500000,,,,1,2,,,34
Departamento en alquiler en Chacarita,"Avenida Álvarez Thomas 700, Piso 3",Chacarita,CABA,ARS,900000,,,,1,2,,,34
Departamento en alquiler en Parque Patricios,"Avenida Chiclana 3200, Piso 2",Parque Patricios,CABA,ARS,1000000,,80.0,2,1,,,,34
"Alquiler Departamento 2 ambientes en 'Pedro Lozano al 3600, Villa del Parque","Pedro Lozano 3600, Piso 5",Villa del Parque,CABA,ARS,500000,120000,,1,1,2,,,34
Departamento 1 amb frente balcón amenities a estrenar,Avenida Monroe 5100,Villa Urquiza,CABA,ARS,800000,119094,29.0,,1,,A Estrenar,,34
Departamento a estrenar 1 amb balcón amenities,Avenida Monroe 5100,Villa Urquiza,CABA,ARS,800000,156333,34.0,,1,,A Estrenar,,34
Espacioso 2 ambientes en Pleno Urquiza,"Andonaegui 2100, Piso 7",Villa Urquiza,CABA,ARS,730000,92000,40.0,1,,,40 años,,34
2 AMB. CON BALCÓN FRANCÉS EN INMEJORABLE UBICACIÓN!,Maure 2500,Colegiales,CABA,ARS,650000,200000,34.0,1,,,30 años,,34
Hermoso 2 Amb en alquiler Comercial/profesional  en Caballito!,Thorne 400,Caballito,CABA,ARS,900000,250000,40.0,1,,,14 años,,34
"EXCELENTE MONOAMBIENTE al frente con balcón. ""A ESTRENAR""","Ciudad De La Paz 2700, Piso 4",Belgrano,CABA,ARS,790000,100000,32.0,,1,,A Estrenar,,34
SAN PEDRITO 200 | ALQUILER | FLORES,Avenida San Pedrito 200,Flores,CABA,ARS,700000,180000,,1,1,,60 años,,34
2 AMB BARRIO NORTE - RECOLETA 2 AMB AL FRENTE,"Doctor Tomás Manuel De Anchorena 1700, Piso 2°",Barrio Norte,CABA,ARS,710000,140000,30.0,1,,,70 años,,34
MONOAMBIENTE CON BALCON TERRAZA EN ALQUILER,Santo Domingo 2400,Barracas,CABA,ARS,700000,,49.0,,1,1,,,34
Departamento en Barracas,Avenida Montes De Oca 1600,Barracas,CABA,ARS,700000,235000,40.0,1,,,25 años,,34
Departamento 3 ambientes - Excelente estado,Río Cuarto 2900,Barracas,CABA,ARS,750000,100000,,2,1,3,,,34
Hermoso Semipiso de 3 Ambientes Al Frente. Balcón Aterrazado. Lavadero independiente. Excelente Ubicación!,"Riglos 800, Piso 6",Parque Chacabuco,CABA,ARS,1100000,340000,75.0,2,,,25 años,,34
Departamento 1 Ambiente en Alquiler,Hortiguera 600,Parque Chacabuco,CABA,ARS,550000,120000,27.0,,1,,40 años,,34
Alquiler - Departamento - 1 Ambiente - Parque Chacabuco - Amenities,Beauchef 900,Parque Chacabuco,CABA,ARS,750000,206905,29.0,,1,,10 años,,34
ALQUILER MONOAMBIENTE CON BALCÓN A ESTRENAR CON AMENITIES A 4 CUADRAS DE LA UADE,"Venezuela 900, Piso 13",Monserrat,CABA,ARS,640000,149000,33.0,,,,,,34
ALQUILER 3 AMB BCON COC COMEDOR 2 baños 72 m2 LAV SEPARADO,"Chile 1500, Piso 2°",Monserrat,CABA,ARS,800000,217000,65.0,2,,,45 años,,34
Departamento  2 ambientes en alquiler en Monserrat,"Solis 600, Piso 2",Monserrat,CABA,ARS,520000,,31.0,1,,,45 años,,35
"4 ambientes al frente c/balcón y cochera fija cubierta, 2 baños, cocina independiente c/comedor diario","Pedro Morán 4700, Piso 2",Villa Devoto,CABA,ARS,1400000,250000,72.0,3,,,40 años,,35
"Depto mono-ambiente amoblado y equipado, baño privado, valor final Oportunidad Solo Mujeres",General José Gervasio Artigas 200,Flores,CABA,ARS,350000,,12.0,,1,,6 años,,35
DEPARTAMENTO 2 AMBIENTES CON BALCON,"Sanabria 2800, Piso 4",Villa Devoto,CABA,ARS,800000,220000,39.0,1,1,,,,35
Alquiler 4 ambientes con dependencia y cochera en Belgrano!,"Ciudad De La Paz 1500, Piso 3",Belgrano,CABA,ARS,2300000,550000,112.0,3,,,,,35
DEPARTAMENTO TRES AMBIENTES BARRACAS,Piedras 1700,Barracas,CABA,ARS,850000,237000,55.0,2,1,,,,35
2 ambientes | Alquiler Belgrano | Muy buena ubicación,Arcos 1100,Belgrano,CABA,ARS,1500000,290000,45.0,1,,,A Estrenar,,35
Alquiler 3 ambientes 2 BAÑOS COMPLETO Balcón al frente Super Luminoso,Avenida Corrientes 4400,Almagro,CABA,ARS,1320000,410000,60.0,2,,,20 años,,35
2 Amb c/ balcón al frente - Muy luminoso,Virrey Liniers 900,Boedo,CABA,ARS,800000,130000,48.0,1,2,,,,35
2 ambientes | Alquiler Colegiales | Amenities,Teodoro García 3400,Colegiales,CABA,ARS,890000,319000,43.0,1,,,10 años,,35
2 ambientes | Alquiler Colegiales | Edificio con Amenities,Teodoro García 3400,Colegiales,CABA,ARS,890000,319000,43.0,1,,,10 años,,35
Muy buen monoambiente APTO PROFESIONAL,"Terrada 4500, Piso 2°",Villa Pueyrredón,CABA,ARS,550000,120000,28.0,,1,,7 años,,35
Alquiler departamento 3 ambientes Boedo,"Muniz 1100, Piso 3",Boedo,CABA,ARS,800000,254500,47.0,2,,,,,35
PRECIOSO MONOAMBIENTE SUPER LUMINOSO APTO PROFESIONAL  SUM SOLARIUM PARRILLA PISCINA LAUNDRY COCHERA OPCIONAL,"Av Alvarez Thomas 900, Piso 7",Colegiales,CABA,ARS,800000,230000,34.0,,1,,15 años,,35
Alquiler departamento 3 amb amoblado c/cochera Palermo,Bulnes 2700,Palermo Chico,Palermo,USD,2100,870000,82.0,2,2,,,,35
"EXCEPCIONAL DOS AMB A ESTRENAR, TODO JERARQUÍA","Argañarás 100, Piso 1",Villa Crespo,CABA,ARS,1200000,200000,49.0,1,,,A Estrenar,,35
Semipiso 3 ambientes amplísimos.Cocina comedor.Lav.Balcón,"Zarraga 3700, Piso 2°",Belgrano R,Belgrano,ARS,1300000,140000,69.0,2,,,30 años,,35
ALQUILER 1 AMBIENTE 35M2 A ESTRENAR CON VISTA ABIERTA.,Vidal 1900,Belgrano,CABA,ARS,780000,160000,35.0,,1,1,,,35
"Hermoso departamento en alquiler, 2 Ambientes, en Villa Crespo Nuevo con amenities","Murillo 900, Piso 2",Villa Crespo,CABA,ARS,1200000,350000,,1,1,,A Estrenar,,35
4 AMBIENTES EN NUÑEZ - EDIFICIO CON SEG 24HS Y GYM PILETA- COCHERA OPCIONAL,Avenida Del Libertador 6700,Núñez,CABA,USD,1400,564000,78.0,3,,,20 años,,35
2 dormitorios con 2 balcón| Luminoso | Av. Las Heras y Junín,Avenida General Las Heras 2000,Recoleta,CABA,ARS,1500000,290000,63.0,2,,,30 años,,36
"COMODO 2 AMBIENTES EXCELENTE UBICACION, SUM, SOLARIUM, PARRILLA, PISCINA. APTO PROF","Av Alvarez Thomas 800, Piso 2",Colegiales,CABA,ARS,750000,250000,40.0,1,,,18 años,,36
Espectacular Monoambiente en Belgrano de 35 Mts,11 De Septiembre De 1888 1000,Belgrano,CABA,ARS,600000,220000,35.0,,1,,10 años,,36
Departamento 2 ambientes caballito,Doctor Juan Felipe Aranguren 100,Caballito Norte,Caballito,ARS,500000,160000,33.0,1,,,50 años,,36
BAJO VALOR  3 AMB EN ALQUILER EN TORRES MIRABILIA PISO ALTO CON COCHERA VISTA ABIERTA A LA CIUDAD,Humboldt 2000,Palermo Hollywood,Palermo,USD,2000,750000,79.0,2,,,18 años,,36
Departamento en alquiler en Caballito SIN expensas ni impuestos,Bogotá 900,Caballito,CABA,ARS,600000,,24.0,,1,,50 años,,36
ALQUILER 2 AMBIENTES EN RECOLETA | LUMINOSO,Charcas 3000,Barrio Norte,CABA,USD,550,148152,39.52,1,,,51 años,,36
REGIO DEPTO 3 AMB. CON DEPENDENCIA EN EXCELENTE UBICACION,Avenida Córdoba 2500,Recoleta,CABA,ARS,900000,165000,,2,2,3,,,36
"Excelente depto de 3 Amb Muy Luminoso, amplia cocina","Boedo 400, Piso 7°",Boedo,CABA,ARS,900000,250000,55.0,2,,,40 años,,36
ALQ A 2 AÑOS EN PALERMO LIBRE YA PARA 4 MAXIMO OPORTUNIDAD!,General Güemes 4500,Palermo,CABA,ARS,1000000,230000,60.0,2,1,,,,36
Amplio y luminoso departamento 4 ambientes c/ balcón al frente. Apto profesional.,Avenida Rivadavia 5400,Caballito,CABA,ARS,1300000,230000,86.0,3,,,80 años,,36
Alquiler 2 Ambientes en Caballito,"Doctor Juan Felipe Aranguren 1200, Piso 10",Caballito Norte,Caballito,ARS,550000,150000,28.0,1,1,,,,36
3 AMB CON BALCON ATERRAZADO !,"Avenida Rivadavia 8600, Piso 10",Floresta,CABA,ARS,900000,70000,56.0,2,,,65 años,,36
"GENEROSO MONOAMBIENTE, MUY CÓMODO!","24 De Noviembre 200, Piso 1",Balvanera,CABA,ARS,500000,67000,33.0,,1,,50 años,,36
VENTA- DEPARTAMENTO 4 AMBIENTES-NUÑEZ,Avenida Del Libertador 7400,Núñez,CABA,USD,4500,,120.0,3,,,A Estrenar,,36
LUMINOSO DEPARTAMENTO DE DOS AMBIENTES EN EXCELENTE UBICACIÓN S/AV. RIVADAVIA,"Avenida Rivadavia 4100, Piso 14",Almagro,CABA,ARS,600000,90000,,1,1,,45 años,,36
EXCELENTE UBICACIÓN Y UNIDAD,"Rio De Janeiro 200, Piso 5°",Caballito,CABA,ARS,800000,125000,40.0,1,1,,,,36
"Condarco 3100 departamento 2 ambientes con balcón, parrilla y cochera en Villa del Parque",Condarco 3100,Villa del Parque,CABA,ARS,850000,274000,41.0,1,,,20 años,,36
DEPARTAMENTO EN ALQUILER DE 2 AMBIENTES A ESTRENAR EN VILLA CRESPO CON AMENITIES,Pringles 800,Villa Crespo,CABA,ARS,1000000,150000,45.0,1,,,A Estrenar,,36
Alquiler Departamento de 1 dormitorio  en Balvanera,Avenida Rivadavia 2900,Balvanera,CABA,ARS,700000,180000,40.0,1,,,30 años,,36
"Depto de 2 Ambientes al frente c/balcon, super luminosos.","Manzoni 100, Piso 7",Villa Luro,CABA,ARS,750000,103000,40.0,1,,,9 años,,37
Departamento 4 amb cochera fija cub IMPECABLE,Doctor Juan Felipe Aranguren 1900,Flores,CABA,ARS,1600000,250000,75.0,3,,,2 años,,37
Alquiler departamento monoambiente en Palermo Soho,Gurruchaga 2100,Palermo Soho,Palermo,ARS,650000,123000,29.0,,1,,30 años,,37
Departamento en alquiler en Villa Urquiza,"Burela 1800, Piso PB",Villa Urquiza,CABA,ARS,1100000,,,,1,2,,,37
"Monoambiente en MOCA2,Full amenities","Finocchietto 900, Piso 8",Barracas,CABA,ARS,580000,135000,25.0,,1,,A Estrenar,,37
Hermoso Monoambiente en Alquiler,"Jose Bonifacio 1300, Piso 2",Caballito Norte,Caballito,ARS,600000,160000,35.0,,1,,12 años,,37
"Departamento de 3 dormitorios, dep. serv. cochera y baulera en alquiler en Caballito",Formosa 400,Caballito,CABA,ARS,1300000,611218,88.0,3,,,45 años,,37
"Se alquila hermoso dos ambientes en villa luro c/ vista abierta, impecable estado",Manuel Artigas 5100,Villa Luro,CABA,ARS,720000,170000,45.0,1,,,,,37
"Se alquila hermoso dos ambientes con balcon al frente, todo luz a 2 cuadras de Av Rivadavia",Rafaela 4200,Floresta,CABA,Consultar,145000,,37.0,1,,,,,37
FULL AMENITIES - TORRE ARCOS PLAZA - ALQUILER 3 AMBIENTES CON COCHERA - BELGRANO,Arcos 2200,Belgrano,CABA,ARS,1600000,424000,60.0,2,,,28 años,,37
AMBIENTE APTO PROFESIONAL SOBRE AV SANTA FE Y SALGUERO,Avenida Santa Fe 3300,Barrio Norte,CABA,ARS,490000,180000,28.0,,,1,,,37
Monoambiente piso alto - Monserrat-CABA - Alquiler,Pena 1000,Monserrat,CABA,ARS,600000,170000,35.0,,1,,45 años,,37
Excelente monoambiente en la mejor zona de Palermo sobre  Boulevard Cerviño. CON O SIN MUEBLES,Avenida Cerviño 3900,Botánico,Palermo,ARS,750000,90000,,,1,1,,,37
"Monoambiente frente divisible, balcón, luminoso muy amplio (10 x 3 m) .-","Congreso 5900, Piso 3",Villa Urquiza,CABA,ARS,600000,100000,36.0,,1,,15 años,,37
2 AMBIENTES SEMIPISO CONTRAFRENTE LUZ Y SOL CON BALCÓN,"Teniente General Eustoquio Frías 100, Piso 1°",Villa Crespo,CABA,ARS,750000,121000,38.0,1,1,,,,37
Monoambiente divisible con balcón al frente,"Avenida Triunvirato 3600, Piso 4",Villa Urquiza,CABA,ARS,680000,120000,38.0,,1,,15 años,,37
Departamento dos ambientes al frente,"Neuquen 1200, Piso 3",Caballito,CABA,ARS,650000,102000,,1,1,2,,,37
2 amb pequeño interno excelente ubicación!,"General Güemes 4300, Piso 4°",Palermo Soho,Palermo,ARS,700000,120000,33.0,1,,,50 años,,37
ALQUILER MONOAMBIENTE DIVIDIDO,Julián Álvarez 700,Villa Crespo,CABA,ARS,730000,225000,38.0,,1,,20 años,,37
Amoblado y equipado,"Larrea 1300, Piso 7",Recoleta,CABA,USD,1400,550000,90.0,2,,,45 años,,37
1 ambiente y medio. Divis. frente vista baño comp y cocina,Sánchez De Bustamante 2300,Recoleta,CABA,ARS,600000,125000,35.0,,,1,40 años,,38
"Departamento 2 amb, frente 2 piso , luminoso excelente ubicación,  1dorm.c/placard, living, baño completo, bajísimas expensas","Domingo De Acassuso 5700, Piso 2",Liniers,CABA,ARS,700000,70000,,1,1,2,,,38
CASTROS BARROS 2222 | ALQUILER | BOEDO,Castros Barros 2200,Boedo,CABA,ARS,700000,190000,,2,1,3,,,38
Departamento 3 ambientes amplio 95mts - 2 baños - Balcon - Excelente ubicacion,"General José Gervasio Artigas 100, Piso 3",Flores,CABA,ARS,950000,290000,,2,1,3,,,38
Departamento de 2 ambientes excelente ubicacion,"Parana 1000, Piso 7",Recoleta,CABA,USD,690000,130000,35.0,1,,,40 años,,38
Departamento en Palermo,Godoy Cruz 2900,Palermo,CABA,ARS,1200000,220000,55.0,2,,,20 años,,38
Excelente Monoambiente muy luminoso con balcón,"Benito Juarez 1700, Piso 3",Monte Castro,CABA,ARS,450000,180000,31.0,,1,,10 años,,38
Luminoso monoambiente con balcón en Balvanera en alquiler en edificio con amenities,Avenida Corrientes 2000,Balvanera,CABA,ARS,640000,185000,33.0,1,,,10 años,,38
"Departamento - Alquiler - Argentina, Capital Federal - Allende 3841",Allende 3800,Villa Devoto,CABA,ARS,650000,180000,35.0,1,,,60 años,,38
EXCELENTE 2 AMB LUZ SOL DORM EN SUITE TOILETTE,"Ciudad De La Paz 3300, Piso 8",Núñez,CABA,ARS,900000,130000,50.0,1,,,7 años,,38
"Tu lugar para vivir, en ubicación inmejorable entre  Avda. Corrientes y Avda. Córdoba zona de alto crecimiento edilicio","Mario Bravo 600, Piso 3",Almagro Norte,Almagro,ARS,700000,150000,41.0,1,,,50 años,,38
Confortable departamento con excelente ubicación y listo para habitar.,"Mario Bravo 600, Piso 3",Palermo,CABA,ARS,700000,150000,40.0,1,,,50 años,,38
3 Ambientes con balcon al frente,"Pavon 3000, Piso 1",San Cristóbal,CABA,ARS,700000,200000,54.0,2,1,,,,38
Hermoso monoambiente a estrenar,"Bernardo De Irigoyen 1100, Piso 2",San Telmo,CABA,ARS,570000,170000,30.0,,,1,,,38
Hermoso 2 Ambientes Al Frente Todo Luz y Verde!,Ruiz Huidobro 4700,Saavedra,CABA,ARS,850000,160000,37.0,1,,,11 años,,38
ESPECTACULAR MONOAMBIENTE. MODERNO EDIFICIO DE CATEGORIA. LUMINOSO AL FRENTE CON BALCON,"Rio De Janeiro 700, Piso 4",Almagro,CABA,ARS,750000,95000,35.0,,,1,,,38
COGHLAN A METROS ESTACIÓN - 8° PISO TODO EXTERNO Y SUPER LUM,"Doctor Pedro Ignacio Rivera 3900, Piso 8°",Coghlan,CABA,ARS,1400000,250000,77.0,3,,,48 años,,38
NUÑEZ 2 AMBIENTES LATERAL LUMINOSO! APTO PROFESIONAL,"Avenida Cabildo 4300, Piso 11",Núñez,CABA,ARS,650000,121000,33.0,1,,,45 años,,38
Hermoso Depto 3 amb al frente alquiler villa Devoto,"Llavallol 3800, Piso 3",Villa Devoto,CABA,ARS,1100000,220000,55.0,2,1,,,,38
DEPARTAMENTO DE 3AMB. PLANTA BAJA. LATERAL de aprox 75 Mts2 (60Mts cubiertos) c/dos patios,"Avenida San Juan 4300, Piso PB",Boedo,CABA,ARS,950000,170000,60.0,2,,,50 años,,38
"DEPTO DE 2AMB. 10 PISO, de aprox 35Mts2, EN EDIFICIO TORRE, lateral. EXPENSAS $ 100.000","Bacacay 3800, Piso 10",Floresta,CABA,ARS,550000,100000,35.0,1,,,60 años,,39
1 AMB FRENTE AMPLIO EN L DIVISIBLE MUY LUMINOSO BALCÓN  Y AMENITIES,"Franklin Delano Roosevelt 3200, Piso 3",Coghlan,CABA,ARS,790000,156000,37.0,,,,4 años,,39
Piso 6 ambientes 400m2,Esmeralda 1300,Retiro,CABA,USD,4500,2100000,400.0,5,,,100 años,,39
"Departamento de 2 ambientes, excelente estado","Avenida Boedo 500, Piso 5",Boedo,CABA,ARS,500000,180000,32.0,1,,,45 años,,39
1 AMB AMPLIO DIVIDIDO C/BAULERA Y LAVADERO- IMPECABLE,Sarandí 400,Congreso,CABA,ARS,550000,,30.0,,1,,55 años,,39
"DEPARTAMENTO 2 AMBIENTES - BELGRANO C/CHICO/BARRANCAS, CAPITAL FEDERAL","Quesada 2300, Piso 8",Belgrano C,Belgrano,ARS,1200000,173600,43.0,1,,,2 años,,39
"Departamento  en Alquiler en San Nicolás, Capital Federal, Buenos Aires",Viamonte 700,San Nicolás,CABA,ARS,700000,230000,,1,1,,35 años,,39
Departamento 2 amb Muy Luminoso  por Villa Luro,"García De Cossio 6100, Piso 1°",Villa Luro,CABA,ARS,750000,130000,42.0,1,1,,,,39
"ALQUILO MONOAMBIENTE CONTRAFRENTE LUMINOSO PARRILLA, TERRAZA Y SOLARIUM COMPARTIDO","Terrada 2100, Piso 7",Villa del Parque,CABA,ARS,550000,99000,,1,1,,5 años,,39
LA MEJOR UBICACION: 2 AMBIENTES FUNCIONALES Y LUMINOSOS,"Franklin Delano Roosevelt 1800, Piso 2",Núñez,CABA,ARS,980000,220000,43.0,1,,,10 años,,39
"1 AMB 37 MTS TOT, APTO PROFESIONAL,COCINA INTEG.C/GAS Y ESP. P/LAVARROPA,BAÑO COMP.,EXC UBICACIÓN","Soler 3400, Piso 2",Palermo,CABA,ARS,420000,280850,32.0,,1,1,,,39
4 AMB CABALLITO,Avenida Doctor Honorio Pueyrredón 1000,Caballito,CABA,ARS,1300000,260000,79.0,3,1,,,,39
ALQUILER MONO AMBIENTE VILLA DEL PARQUE,"AV. SAN MARTIN 5370 , Piso 1",Villa del Parque,CABA,ARS,500000,140000,35.0,,1,,7 años,,39
Excelente 2 Ambientes Funcional – A Metros del Congreso,"Presidente Luis Sáenz Peña 100, Piso 4",Congreso,CABA,ARS,520000,190000,35.0,1,,,50 años,,39
Alquiler - 3 ambientes - Caballito,"Hidalgo 100, Piso 8°",Caballito,CABA,ARS,950000,148050,44.0,2,,,50 años,,39
"ALQ monoambiente c/balcon y SUM, apto prof,Villa del Parque",Argerich 3000,Villa del Parque,CABA,ARS,500000,150000,,,1,1,,,39
Excelente ubicacion en la mejor zona de Palermo,República Árabe Siria 3100,Botánico,Palermo,USD,1300,490000,80.0,3,1,,,,39
Alquiler 3 Ambientes En Madero Harbour,Juan Mora Fernández 400,Puerto Madero,CABA,USD,1950,,,2,2,3,,,39
EXCLUSIVO 2 AMBIENTES DE 86M² CON COCHERA | LA PORTEÑA FAENA | BALCÓN ATERRAZADO,"Martha Salotti 400, Piso 3",Puerto Madero,CABA,USD,1700,700000,82.0,1,,,15 años,,39
"Dos Ambientes , Trelles 1050  Piso 3° Esquina Gaona  a 100 metros Plaza Irlanda","Avenida Manuel Ricardo Trelles 1000, Piso 3",Flores Norte,Flores,ARS,630000,222500,46.0,1,,,50 años,,39
ALQUILER MONOAMBIENTE BALCON VILLA URQUIZA,"Miller 2300, Piso 3°",Villa Urquiza,CABA,ARS,620000,160000,35.0,,1,,10 años,,40
"Depto mono-ambiente amoblado y equipado, baño privado, valor final Oportunidad Solo Mujeres",General José Gervasio Artigas 200,Caballito,CABA,ARS,350000,,12.0,,1,,6 años,,40
"Departamento  en Alquiler en Caballito, Capital Federal, Buenos Aires",Morelos 700,Caballito,CABA,ARS,600000,50000,41.0,1,,,70 años,,40
"2 AMBIENTES MUY LUMINOSO CON BALCON TERRAZADO UBICADO EN  EL LIMITE CON SAAVEDRA, NUÑEZ Y BELGRANO","Avenida San Isidro Labrador 4200, Piso 5",Saavedra,CABA,ARS,880000,199000,45.0,1,1,,,,40
"Departamento  en Alquiler en Villa Crespo, Capital Federal, Buenos Aires",Tres Arroyos 800,Villa Crespo,CABA,ARS,800000,250000,38.0,1,,,A Estrenar,,40
AV JUAN B JUSTO AL 2300_V CRESPO_ALQUILER 3 AMB+COCINA+LAVADERO_42M2 TOT,Avenida Juan Bautista Justo 2300,Villa Crespo,CABA,ARS,750000,135000,42.0,2,,,65 años,,40
ALQUILER DEPARTAMENTO DOS AMBIENTES CON BALCÓN,"Avenida Estado De Israel 4400, Piso 5",Villa Crespo,CABA,ARS,700000,178000,44.0,1,,,,,40
3 ambientes en primer piso. Bajas expensas,Virgilio 800,Monte Castro,CABA,ARS,900000,,46.0,2,,3,,,40
"ALQUILER 4 AMBIENTES CON COCHERA, BAULERA Y AMENITIES","Avenida Monroe 4500, Piso 7°",Villa Urquiza,CABA,ARS,2200000,590000,74.0,3,,,7 años,,40
ALQUILER DEPARTAMENTO 3 AMBIENTES (52m2)  LUGANO 1 y 2,Avenida Soldado De La Frontera 5000,Villa Lugano,CABA,ARS,595000,110000,52.0,2,,,40 años,,40
3 AMB CON DEPENDENCIAS FRENTE BALCON A LA CALLE  BAULERA  EDIFICIO GALLI Y PATIO INTERNO,"Avenida Entre Ríos 600, Piso 1",Congreso,CABA,Consultar,230000,,86.0,2,,,50 años,,40
3 ambientes  - Congreso,Hipolito Irigoyen al 1800,Congreso,CABA,ARS,750000,160000,50.0,2,,,80 años,,40
PACHECO DE MELO AL 2600 - CONTRAFRENTE 24 M2 TODO A NUEVO BALCON APTO PROFESIONAL,José Andrés Pacheco De Melo 2600,Recoleta,CABA,ARS,650000,83050,24.0,,1,,40 años,,40
MARCELO T. DE ALVEAR AL 1900 - 50 M2 TOTALES IMPECABLE PATIO BAÑO Y COCINA COMPLETOS,Marcelo Torcuato De Alvear 1900,Barrio Norte,CABA,ARS,650000,276000,42.0,1,,,40 años,,40
2 Amb al frente c/balcón,"Avenida Córdoba 3300, Piso 8",Palermo,CABA,ARS,730000,190000,45.0,1,,,,,40
"Departamento 2 amb, en Caballito, Interno, muy luminoso.","Florencio Balcarce 100, Piso 5",Caballito,CABA,ARS,560000,180000,34.0,1,1,,,,40
IMPERDIBLE SEMIPISO DE 2 AMB. CON BALCÓN AL FRENTE PRIMER PISO  RECIÉN PINTADO.,"Gabriela Mistral 2800, Piso 1",Villa Pueyrredón,CABA,ARS,750000,175000,40.0,1,,,10 años,,40
Hermoso departamento de 3 ambientes con dependencias de servicio en alquiler en pleno Palermo con gran balcón terraza,"General Güemes 4400, Piso 8",Palermo,CABA,ARS,1400000,448000,70.0,2,1,,,,40
Alquiler departamento semipiso 3 ambientes,"Esmeralda 900, Piso 4",Plaza San Martín,Barrio Norte,ARS,1600000,200000,80.0,2,,,15 años,,40
DEPARTAMENTO DE 3 AMBIENTES EN VILLA DEVOTO,"Carlos Antonio López 3500, Piso 1",Villa Pueyrredón,CABA,ARS,850000,100000,60.0,,,,35 años,,40
"DEPARTAMENTO DOS AMBIENTES LATERAL MUY LUMINOSO - UNA CUADRA Y MEDIA SUBTE ""A""","Yerbal 2900, Piso 2",Flores,CABA,ARS,630000,120000,30.0,1,,,45 años,,41
2 AMBIENTES LATERAL CON BALCON,"Morelos 600, Piso 3",Caballito,CABA,ARS,600000,200000,,1,1,,45 años,,41
2 ambientes al frente con balcòn. Puerta blindada. Apto profesional. Caldereta para calefacciòn y agua caliente,"Donizetti 500, Piso 3",Villa Luro,CABA,ARS,750000,130000,,1,,,15 años,,41
"Espectacular departamento de 1 y 1/2 ambiente todo equipado, Panoràmico",Viamonte 800,San Nicolás,CABA,ARS,650000,170000,18.0,,1,1,,,41
Departamento 2 amb en alquiler calle vera 718,"Vera 700, Piso 4",Villa Crespo,CABA,ARS,600000,122000,32.0,1,,,50 años,,41
"2 ambientes | Alquiler Nuñez | Torre, muy buena ubicación",Vuelta De Obligado 3000,Núñez,CABA,ARS,730000,270000,40.0,1,,,45 años,,41
Hermoso departamento con cochera,"Pumacahua 100, Piso 6",Flores,CABA,ARS,1300000,330000,,2,1,,45 años,,41
A ESTRENAR! MONOAMBIENTE DIVINO - EXCELENTE UBICACION,Varela 100,Flores,CABA,ARS,500000,140000,32.0,,,,,,41
2 AMPLIOS AMB MUY LUMINOSO EN ALQUILER,Avenida Doctor Ricardo Balbín 2500,Coghlan,CABA,ARS,880000,350000,60.0,1,1,,,,41
TEODORO GARCIA AL 2800 - 16 AÑOS COCHERA BALCON TODO SOL APTO PROFESIONAL SUITE FULL AMENITIES,Teodoro García 2800,Colegiales,CABA,ARS,1000000,400000,48.0,1,,,16 años,,41
"Departamento - Alquiler - Argentina, Capital Federal - paraguay 1900",Paraguay 1900,Recoleta,CABA,ARS,700000,,23.0,,1,1,,,41
ALQUILER DEPARTAMENTO MONOAMBIENTE CON BALCON EN EXCELENTE ZONA DE FLORESTA,"Avenida Avellaneda 4000, Piso 4",Floresta,CABA,ARS,470000,83000,28.0,,1,,20 años,,41
Departamento en alquiler en Congreso,Avenida Rivadavia 1300,Congreso,CABA,ARS,550000,190000,,,1,1,45 años,,41
DEPARTAMENTO 3 AMBIENTES TIPO CASA DUEÑO ALQUILA SIN EXPENSAS A ESTRENAR PATIO LAVADERO CUBIERTO,"Avenida Lope De Vega 3500, Piso PB",Villa Devoto,CABA,ARS,1390000,,90.0,2,,,A Estrenar,,41
ALQUILER DEPARTAMENTO 2 AMBIENTES CABALLITO,"Avenida Directorio 100, Piso 5",Caballito,CABA,ARS,650000,160000,36.0,1,,,40 años,,41
Impecable 2 ambientes con Parrilla en el balcon!,"Bartolomé Mitre 4400, Piso 1",Almagro Norte,Almagro,ARS,750000,150000,36.0,1,,,8 años,,41
DEPARTAMENTO DE 3 AMBIENTES CON BALCON Y COCHERA FIJA CUBIERTA. BAJAS EXPENSAS. EXCELENTE UBICACION,"Andonaegui 2300, Piso 3",Villa Urquiza,CABA,ARS,1500000,290000,66.0,2,,,,,41
